gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
male,group C,some college,standard,none,59,44,46
male,group E,associate's degree,standard,none,58,50,52
male,group D,some high school,standard,none,91,80,74
female,group C,high school,standard,completed,83,88,92
male,group B,high school,standard,none,51,56,50
female,group C,associate's degree,standard,none,89,100,94
female,group D,high school,standard,none,56,60,65
male,group A,some high school,standard,none,80,82,75
female,group B,some college,standard,completed,50,61,65
male,group C,some college,free/reduced,none,45,35,38
female,group E,bachelor's degree,standard,none,75,80,80
male,group E,associate's degree,free/reduced,completed,66,73,68
male,group C,associate's degree,standard,none,57,61,51
female,group B,high school,free/reduced,none,65,82,82
male,group D,high school,standard,completed,92,87,89
male,group B,associate's degree,free/reduced,none,62,64,58
male,group C,bachelor's degree,standard,none,65,53,48
female,group D,bachelor's degree,standard,none,85,91,95
male,group C,high school,standard,none,62,57,48
female,group B,some high school,free/reduced,none,44,48,52
female,group A,associate's degree,standard,none,80,78,78
female,group B,high school,standard,completed,70,81,81
male,group E,some high school,standard,none,74,71,69
female,group D,some college,standard,none,67,73,78
female,group C,associate's degree,standard,none,82,92,95
male,group B,high school,standard,completed,81,78,72
male,group C,high school,standard,none,75,64,65
male,group B,high school,standard,completed,65,61,64
female,group D,some high school,free/reduced,none,41,55,57
female,group B,some high school,free/reduced,completed,51,55,64
male,group B,bachelor's degree,standard,none,77,71,69
female,group B,some college,free/reduced,none,38,46,36
female,group C,associate's degree,standard,none,61,60,66
male,group C,some high school,standard,none,76,79,67
male,group C,bachelor's degree,standard,none,76,70,69
male,group E,high school,free/reduced,none,66,68,58
female,group D,some college,standard,none,70,72,74
female,group C,associate's degree,free/reduced,completed,81,91,89
female,group D,associate's degree,standard,none,69,75,73
female,group D,bachelor's degree,free/reduced,completed,80,87,90
female,group E,associate's degree,standard,none,82,84,83
male,group B,bachelor's degree,standard,none,62,57,55
female,group E,high school,standard,none,89,95,93
female,group A,high school,standard,none,69,72,66
male,group D,some college,standard,none,88,83,77
male,group C,bachelor's degree,standard,none,59,52,47
female,group D,bachelor's degree,free/reduced,none,69,87,85
male,group D,associate's degree,free/reduced,none,65,61,56
female,group C,some college,standard,none,63,66,70
male,group C,associate's degree,free/reduced,none,75,67,68
male,group E,bachelor's degree,free/reduced,none,73,69,71
female,group B,some college,standard,none,62,68,69
female,group C,some high school,free/reduced,none,34,51,46
male,group C,some college,standard,completed,67,61,63
female,group C,some high school,standard,none,46,53,52
female,group B,associate's degree,free/reduced,none,61,79,75
female,group E,high school,standard,none,82,87,88
male,group E,associate's degree,free/reduced,none,58,64,61
male,group D,bachelor's degree,free/reduced,completed,68,70,69
male,group A,high school,standard,none,79,80,69
male,group D,associate's degree,standard,none,73,62,61
male,group D,master's degree,standard,none,75,70,73
female,group B,high school,standard,none,42,44,50
female,group C,associate's degree,standard,completed,74,82,86
female,group C,bachelor's degree,standard,none,91,98,94
female,group C,high school,standard,none,85,96,88
female,group D,high school,standard,completed,61,62,70
female,group B,some high school,standard,none,84,90,84
male,group D,associate's degree,standard,none,82,76,76
male,group D,some college,standard,completed,71,67,69
male,group E,some high school,standard,completed,92,94,96
male,group C,associate's degree,free/reduced,completed,71,89,84
female,group E,high school,free/reduced,completed,72,75,80
female,group C,some college,free/reduced,none,50,65,68
male,group B,bachelor's degree,standard,completed,97,93,95
female,group D,some college,standard,none,64,72,84
female,group C,bachelor's degree,standard,none,78,80,76
female,group E,some college,standard,none,74,78,79
male,group A,high school,standard,none,69,60,59
female,group B,associate's degree,standard,completed,55,65,62
female,group B,bachelor's degree,standard,completed,65,78,84
female,group E,some college,standard,completed,75,83,90
female,group D,some college,standard,none,50,49,54
male,group D,some high school,free/reduced,completed,67,62,64
male,group A,associate's degree,standard,completed,68,64,63
female,group C,high school,standard,none,48,54,57
female,group B,some high school,free/reduced,none,50,61,57
male,group C,some college,standard,none,69,69,68
male,group C,high school,free/reduced,none,73,64,63
male,group E,some high school,standard,none,91,80,80
male,group B,bachelor's degree,standard,none,61,70,61
male,group A,some college,free/reduced,none,61,65,66
female,group E,some high school,standard,none,89,94,91
male,group D,high school,free/reduced,none,83,79,73
male,group B,some high school,free/reduced,none,54,55,52
male,group D,high school,standard,none,69,56,51
female,group E,associate's degree,standard,none,57,65,63
female,group D,some college,free/reduced,none,81,86,88
male,group B,bachelor's degree,standard,completed,81,83,84
male,group C,some high school,free/reduced,none,58,66,64
female,group C,associate's degree,standard,completed,62,67,72
male,group E,associate's degree,standard,none,82,75,72
female,group C,some college,standard,completed,95,97,100
male,group D,some college,standard,completed,86,79,84
male,group C,high school,free/reduced,completed,73,75,74
female,group A,high school,free/reduced,none,55,67,64
male,group C,associate's degree,standard,none,86,75,72
male,group B,some high school,standard,none,71,62,59
male,group A,high school,standard,none,65,62,50
female,group C,some high school,standard,none,55,62,60
female,group E,some high school,standard,none,59,41,46
female,group D,high school,standard,none,68,78,77
male,group D,some high school,standard,none,76,79,78
female,group B,bachelor's degree,standard,none,85,90,96
male,group E,bachelor's degree,free/reduced,none,67,54,52
female,group D,some high school,standard,completed,61,77,75
female,group D,some high school,standard,none,45,56,61
female,group D,some high school,standard,none,64,67,67
male,group E,high school,free/reduced,none,74,74,64
female,group C,some college,free/reduced,none,70,74,77
female,group C,some high school,standard,none,63,74,69
male,group D,some high school,standard,completed,89,89,88
female,group D,bachelor's degree,free/reduced,none,55,70,68
male,group D,associate's degree,free/reduced,completed,77,79,77
female,group B,associate's degree,free/reduced,completed,69,85,84
female,group D,bachelor's degree,standard,none,75,85,88
male,group C,some college,standard,completed,66,73,74
female,group B,some college,standard,none,64,82,80
male,group C,bachelor's degree,standard,completed,86,80,79
female,group C,master's degree,standard,completed,86,100,98
male,group C,associate's degree,standard,none,75,82,80
female,group C,some high school,standard,completed,44,60,59
male,group D,bachelor's degree,standard,none,80,81,87
female,group A,some college,standard,completed,69,73,75
male,group C,high school,standard,none,65,62,65
female,group C,associate's degree,standard,none,75,94,95
male,group D,some high school,standard,none,84,74,68
male,group D,some college,free/reduced,none,39,55,50
male,group C,associate's degree,free/reduced,none,38,44,39
female,group C,bachelor's degree,free/reduced,none,78,88,82
female,group C,associate's degree,standard,none,49,58,59
female,group D,high school,standard,none,61,71,73
female,group C,bachelor's degree,standard,completed,66,79,82
male,group E,some college,standard,none,83,80,78
female,group C,some high school,standard,none,46,50,41
male,group C,some high school,free/reduced,none,81,70,61
male,group C,high school,standard,completed,73,60,62
male,group A,bachelor's degree,standard,completed,98,99,96
male,group C,bachelor's degree,standard,completed,67,64,67
male,group B,high school,standard,completed,76,72,73
female,group A,master's degree,standard,none,84,94,95
female,group C,associate's degree,standard,none,68,74,71
female,group D,high school,free/reduced,completed,41,58,52
female,group E,bachelor's degree,standard,completed,72,75,80
female,group C,some college,standard,none,81,88,88
male,group B,associate's degree,standard,none,73,68,62
male,group C,associate's degree,free/reduced,none,55,55,47
male,group D,associate's degree,standard,completed,74,68,72
male,group B,high school,standard,completed,76,69,74
female,group C,master's degree,standard,none,54,65,64
male,group B,high school,standard,none,50,53,47
male,group C,some high school,standard,none,80,71,74
male,group B,some high school,free/reduced,none,57,68,55
male,group B,master's degree,standard,none,82,74,73
female,group A,high school,free/reduced,completed,67,89,82
male,group C,master's degree,standard,none,45,47,41
female,group A,associate's degree,standard,none,90,91,91
male,group D,high school,standard,none,67,65,57
male,group C,some college,standard,none,73,79,72
male,group E,some college,standard,none,78,83,73
female,group A,high school,standard,none,54,59,63
female,group C,associate's degree,standard,completed,59,75,79
male,group D,associate's degree,standard,none,67,67,61
male,group C,high school,standard,none,86,78,79
female,group C,some high school,free/reduced,none,44,55,50
